ID,drift_rate,bound,non_dec,tau,CI1,CI2,CI3,confidence_noise,LL,AIC,BIC,cv_train,cv_test
0.0,1.0027821974027087,0.5421216574086564,0.08183870695483739,1.575427459474048,-0.07726103251709412,2.0118594534030025,3.506669611133436,0.07954127983630928,3284.3390231177755,6584.678046235551,6665.9428054456175,22929.965758322684,3899.9970992157205
1.0,0.5540359836457139,0.5588143606360134,0.10725368779625229,0.9359413436485302,-2.1290643199459467,-0.9073212901823953,5.221743029763552,0.4714109342390981,2390.1059572322815,4796.211914464563,4877.47667367463,17827.632622185105,3348.5673233777648
2.0,1.0345708107268878,0.6345958968132694,0.09098567526975208,1.9186470773991164,2.4401276131731318,3.3981598825056585,2.7426935783087405,0.7306474718321888,3770.8046549612222,7557.6093099224445,7638.874069132511,25955.627145331793,4579.2876426409475
3.0,0.899891120966057,0.5437683645374568,0.08901050777171227,2.3971266590288005,2.063575395373386,3.5316241266599597,2.974922693803303,0.6963900807932383,3764.4258975251178,7544.8517950502355,7626.116554260302,28244.641688650914,4864.110066060691
4.0,0.9544395775285133,0.598095808925919,0.07953211880503802,2.0803279421156256,-1.1722049662306673,1.7262766307920407,5.03748463773357,0.35485638991886614,3753.629110316798,7523.258220633596,7604.522979843662,25583.635060602937,4371.071793356618
5.0,1.5882199722838948,0.5010942142858132,0.08530743943197676,1.8169619834929525,-0.40333829406833904,0.39921601378478694,2.899314383351136,0.4907289247698261,1565.6990448168183,3147.3980896336366,3228.662848843703,9557.316609754726,1690.176233731729
6.0,1.7119471898382224,0.514457364421584,0.09069959401497123,0.7180536057358542,1.5617648312668124,5.561764831266812,6.162306564996824,1.5595907265935165,1432.276142703275,2880.55228540655,2961.8170446166164,9163.40260110105,1702.6019700417937
7.0,0.921845271746672,0.5183338628047968,0.08000484277715,3.7370235955838456,-3.715433973913349,-1.7625507381050805,5.952883235808269,0.4540111402291425,1941.0895202645997,3898.1790405291995,3979.443799739266,12952.241012804432,2280.281049770274
8.0,1.3709621904874636,0.5065054001566415,0.11552448563567584,1.1023421924354702,2.699757160370362,3.9583657296607626,2.298846801255933,0.0010046469194832377,1015.5065798260614,2047.0131596521228,2128.2779188621894,6707.232634075512,1277.111725980855
9.0,1.5192032288177928,0.5197750131278346,0.07652498164041316,1.0975614162527476,2.34935196762191,3.6085804912213413,4.642058423232406,0.0010066287561449753,1628.3084706069467,3272.6169412138934,3353.88170042396,10402.582172553874,1830.6894524568825
10.0,1.4895427101220817,0.5695720347171715,0.08283142416370722,0.8674346012806343,-0.8905718237605345,0.8295494401091441,3.0496172935921457,0.2845900085341591,2792.690820436143,5601.381640872286,5682.646400082353,19285.97782719227,3249.7080989339493
11.0,1.0882670545061872,0.4909218988688486,0.08867811202633728,0.008308744469294022,-0.25840416064731414,0.9780567399050557,2.6683155109780237,1.4287799086485389,3154.289005923501,6324.578011847002,6405.842771057069,21247.123966855237,3633.911071196743
12.0,0.9068903714073098,0.4084881751577199,0.08267450178817319,1.278854193633891,0.5151056509167293,2.03256305647416,3.5559450692481107,0.4731731516900131,2139.550281394047,4295.100562788094,4376.365321998161,15767.608066580082,2675.341008530799
13.0,0.9144890955492461,0.5682093691890769,0.0879875915385036,1.092831944084647,0.0577483502797407,1.244209246856679,2.4642807256843127,0.7286143362246221,4085.204730923635,8186.40946184727,8267.674221057336,29194.25715053991,4897.5455095647
14.0,0.6599699983471139,0.5289183721493929,0.10757400019669426,2.8073791827039862,1.958528590356671,3.217961587794041,4.497025299993103,1.1220096123354306,3538.1345599439514,7092.269119887903,7173.5338790979695,24551.28115980929,4160.8749194202765
15.0,0.6993485704014205,0.4705384716313385,0.09498427207369872,2.6842417608567763,1.117403698515225,2.8196660876531348,3.2808043128778066,0.2592200342074886,3218.429504551979,6452.859009103958,6534.123768314024,21959.77739025106,3783.5691576553904
16.0,1.4029503605944165,0.5737919114088414,0.09544100128771191,0.49645764800041775,-0.9178804716555681,0.28366102365979573,2.679429082052655,0.689475392827336,3228.4951357234313,6472.990271446863,6554.255030656929,22783.59223230138,3869.7654592477343
17.0,0.8465178831270981,0.48909126366893624,0.07931258644492749,3.0975773930100714,0.45565064638570174,2.331407482788723,3.5928885517678513,0.1973422661250079,3484.4846205287267,6984.9692410574535,7066.23400026752,23725.780013565454,4028.6419393295805
18.0,0.7685735709603896,0.4773664867795121,0.08015724035644851,0.1791519262022887,-1.7923090225350755,-0.02238648383927333,4.009162142347448,1.4930469674770612,3437.5948840770684,6891.189768154137,6972.454527364203,22031.728963079437,3804.8867561268835
19.0,0.9930898676620538,0.578893016862257,0.16356403134919104,2.2239769162450123,0.15340692570043712,4.153406925700438,8.0,0.7017068905298549,3056.3714071074705,6128.742814214941,6210.007573425008,22112.091898298837,3818.8107669804617
20.0,1.0243889875411487,0.39365152615962484,0.08056680862603693,1.3408723201608048,-2.633063775150032,-0.05231535145917432,4.872524964945898,0.45526411900580077,1519.557201465995,3055.11440293199,3136.3791621420564,10228.367685459732,1743.2064493700661
21.0,1.3970394796201395,0.5753482504478602,0.07928917042018542,1.3894830527571895,0.15178509062965728,3.0661294495721676,5.284259729925227,0.07534143689585475,2104.854287222863,4225.708574445726,4306.973333655793,14310.545207756179,2482.582457467177
22.0,1.0016241209641878,0.528995638202501,0.0922953502484663,1.0734610857286442,0.256237601029695,2.316565663692003,6.0603280626623075,0.5572919451363199,2858.397237889795,5732.79447577959,5814.059234989657,19136.04669192621,3248.1133624880313
23.0,1.1040570376948091,0.4424033525660204,0.09179543419261674,0.31308947128769715,0.467667740267321,2.83458934052729,6.065539136076119,0.7652638624312735,1547.3787230138892,3110.7574460277783,3192.022205237845,10270.649690383047,1837.9770657710537
24.0,1.572356910795762,0.5075360012360056,0.08395642314693154,0.8409425161146202,-1.2980779542925562,0.5270412405499691,3.3405901302634753,0.31518134734010256,2035.4352267128224,4086.870453425645,4168.1352126357115,13789.931694166251,2464.9375695693216
25.0,0.8380473611946143,0.49238175925687877,0.0839395389866235,0.48374357829932213,-3.0431009988098543,-0.5275295414703143,4.8685253451982415,1.425683882636851,3108.4794466183785,6232.958893236757,6314.2236524468235,22617.925045569526,3833.488095877006
26.0,1.1599713060420236,0.46108855961560924,0.07909843032340919,1.6830336830163377,2.1774123993197274,2.6738605698863,1.184507847557154,0.4027985088639299,2606.3985112797473,5228.7970225594945,5310.061781769561,17862.339089543042,3062.701202228372
27.0,1.3471203882438536,0.5645196012735977,0.07174851190691128,0.5626191398952499,0.5891493363729234,1.2477213062894255,1.4894537743934548,0.2929782121231035,3473.0954735925043,6962.190947185009,7043.455706395075,24034.371478552366,4043.718579736592
28.0,1.511541962129586,0.5222449919080393,0.07429212590751264,0.30644362553692817,-1.59169395500954,0.33801749743103193,3.01944730085797,0.44700013967930985,2473.4610356383355,4962.922071276671,5044.186830486738,16897.20625417634,2882.299641237517
29.0,0.6474052876408283,0.5241585429307545,0.07994327739050282,1.129636747489345,-2.062786006562519,0.6500750086071592,5.112042797376713,0.7487752124928507,3267.16502295112,6550.33004590224,6631.594805112307,22398.389164069464,3787.907602970057
30.0,1.2043974535791744,0.6489792687068988,0.18288430384703597,2.1209979932580887,2.2678961687995858,4.060298934671893,3.557531426033413,0.0010699083085086978,3655.3370842014124,7326.674168402825,7407.938927612891,25267.282736853995,4407.558472679393
31.0,1.3194717634462723,0.4213606794229295,0.08802682090285183,0.11328022181559486,-0.5444077797899478,0.43136370596657825,2.2706975202765793,0.77493308921374,2326.671074175187,4669.342148350374,4750.606907560441,16306.62004817034,2770.5326391106487
32.0,1.8849004258999864,0.47144900947707924,0.07938953801698286,0.021259855693924048,-0.16448800283061485,0.6217097976711609,1.9138637032070043,0.7285546936143467,1959.267094876486,3934.534189752972,4015.7989489630386,13027.203470218261,2319.528936529697
33.0,1.5361516821905954,0.6096199704923474,0.16366026143976337,2.195252824160791,-3.856107589491038,-0.6233043311756532,7.232803258315385,0.0033366963042929056,1658.6029473295835,3333.205894659167,3414.4706538692335,10066.698249292842,1992.7191739147843
34.0,0.45592724575022453,0.4184141330486468,0.08711087335126329,0.4079382693146576,-2.272311003199694,-1.2900788748892975,4.982232128310397,0.2754582608301444,158.14016165088847,332.28032330177695,413.5450825118434,617.6143657411369,211.930751696686
35.0,0.8956657405341629,0.5099812491635072,0.23209680584611517,1.7611699217365084,0.6629540874810863,1.9443140255096418,5.281359938028555,0.3058595707067726,2917.341028601637,5850.682057203274,5931.9468164133405,20545.173833044282,3501.3593196929373
36.0,1.0533332536329516,0.38816981318293914,0.086376283286057,0.883497285110525,-0.23734212096767288,1.1138939445720286,2.637345797605299,0.24747652496967268,2152.34076466391,4320.68152932782,4401.946288537886,14212.117144352153,2472.743816247823
37.0,1.856846018993108,0.47473601387212366,0.07903851982780977,0.768745555309863,1.19424743447772,1.5420591432133355,1.089550146550053,0.0010437806379855234,2303.485939472104,4622.971878944208,4704.236638154274,15528.829994209862,2668.6055969986396
38.0,0.9335581901821821,0.637077014174267,0.08447787978450264,0.6646834387057828,-2.097008493645542,1.902991506354458,6.880477674075288,0.41608052780112614,2447.7382161507235,4911.476432301447,4992.7411915115135,16819.489687348057,2834.1801430757846
39.0,1.5550159451951815,0.5183080251468973,0.09053795414861479,0.4521908734933719,-0.8908434365205021,0.6795802045768616,2.85906211624574,0.44017381396882665,2431.0466860536,4878.0933721072,4959.358131317266,16090.568230388259,2795.2261636399794
40.0,1.6173420906711315,0.4680533241067597,0.08543848838432443,3.140377483528786,0.3785333006924465,2.678315475924056,6.299782175231609,0.3294210738891149,1421.4756382567102,2858.9512765134205,2940.216035723487,9216.648875033226,1666.7540511312461
41.0,0.9409545845391097,0.5224685125309352,0.16759523144398147,2.037747341903607,-1.5877443252645707,0.25085164621675693,5.838595971481327,0.33883363137909567,2373.2468593128933,4762.493718625787,4843.758477835853,16082.616540165891,2816.6204656246714
42.0,1.2774629165816695,0.597128508373042,0.08502708468619023,0.8549122779759082,1.371628648664693,2.3681911163852023,2.3826044637100408,0.2639987415283292,3353.9891047879005,6723.978209575801,6805.242968785868,22116.53839146619,3858.814742070622
43.0,0.9067899917589571,0.48866495348400996,0.0792285258715472,2.539536285586447,-1.326411667613393,1.0674210109686777,5.138296896857096,0.12511643722599464,2643.136307254245,5302.27261450849,5383.537373718556,17757.924241972407,3059.0985208489456
44.0,0.6877938332711299,0.5708766554833109,0.09887156444804542,3.820972389006437,-1.930994973019482,2.0657455482180667,7.996740521237548,1.1107191346266296,3750.547219306599,7517.094438613198,7598.359197823264,25790.88938089637,4370.446318063076
45.0,0.6041430924676835,0.43883997529338675,0.08096858296491258,2.6782424957091986,-0.2548534303731413,3.055312158702791,6.761650552613984,0.874554832511402,2498.4587008451977,5012.917401690395,5094.182160900462,16399.71748013256,2854.6500093316504
46.0,1.3087322493325781,0.3755356152033505,0.08422374125267329,0.00101300901622787,0.3156746823070336,0.8332877400128411,1.2069400836688526,0.7801327204212171,1212.8209083779177,2441.6418167558354,2522.906575965902,8324.115347692239,1473.0703311285217
47.0,1.505778435952286,0.5269739263765348,0.07623812698442427,2.2247714239220024,-0.988947901553842,2.614904025665032,7.603851927218874,0.3936453971093076,1673.7426159538502,3363.4852319077004,3444.749991117767,12634.89729015183,2361.1026495987453
48.0,1.2540638516598592,0.603343976193673,0.09162102571628576,2.9402963066668284,0.6762262520646041,2.3817364349611836,3.0235561699096047,0.17202160447763726,3137.897484130059,6291.794968260118,6373.059727470185,21420.33863355527,3630.106623355958
49.0,1.1182675650551666,0.5362202965420226,0.12657688826579594,0.16339774596292123,-0.363382175410332,0.987974415351249,2.801973975126883,1.0140394929575158,3432.1338777417923,6880.267755483585,6961.532514693651,24056.112019694396,4240.015039985632
50.0,1.629557092773386,0.5279395323467004,0.08701037015690852,0.9381098784154369,1.3101900411948375,2.1542641427546547,1.7817463580413897,0.001026488044298055,2887.7315750920307,5791.463150184061,5872.727909394128,19668.04348763459,3351.2410297364
51.0,1.317040154381495,0.5696691996253236,0.09895642110268864,0.654169784041376,1.2399054676502739,2.6316670346533844,2.3864560174857896,0.5352857139798649,2895.2495548434526,5806.499109686905,5887.763868896972,19899.715498262554,3433.3900432076653
52.0,0.5222588860734805,0.4245699536383682,0.08120344377372263,3.0203224321428097,2.3998513294153114,3.7726297391025905,3.351244396567927,0.18723391433544384,1909.0112741284124,3834.022548256825,3915.2873074668914,12451.548345275978,2149.628227736517
53.0,1.8284138315672542,0.4823262357613327,0.0997179499263348,0.8433527146961638,2.495640244429383,4.154156359012232,3.309605461203298,0.40515157728160306,660.010614007787,1336.021228015574,1417.2859872256404,3995.4605457252464,771.842495204804
54.0,1.3870764546485528,0.4711725072032217,0.08577267422072689,0.6693616769598113,0.33181133694487114,1.0303094212195698,1.9451156751291627,0.458777975796736,2804.3372052863997,5624.674410572799,5705.939169782866,19143.52471789468,3275.641724582075
55.0,0.7752475481915339,0.5132364051290003,0.07473274066708596,2.7343703858267983,2.2593426099312395,2.6450413188735116,1.5330754570124332,0.22256712485516553,3477.9825908904572,6971.9651817809145,7053.229940990981,23143.18518086339,4039.28716897226
56.0,0.5443399352235314,0.6236627385759106,0.12947276407316305,1.011402983351219,-1.7330199862026006,2.2669800137973994,6.621550082028156,2.9292202547857533,4727.599560073528,9471.199120147056,9552.463879357121,33374.39502755476,5652.073482296404
57.0,1.1434993754449467,0.6313390868088216,0.08709720892969956,2.1947602809580684,-1.020506409588908,2.979493590411092,6.130735840588153,0.0842121727850092,3024.8405644559116,6065.681128911823,6146.94588812189,20305.202040160235,3604.857294369233
58.0,1.0017787757059058,0.5877045080473642,0.09569571731702482,2.6608681790733573,1.9182941834041976,4.4992201610724525,5.7339407318831235,1.0228847393092497,3712.670366961473,7441.340733922946,7522.605493133013,25913.451412983086,4461.528893193811
59.0,1.6387731011143698,0.6159565609506817,0.08028812169406443,0.9377338216681633,-1.449638988832267,1.3506859482020728,5.192382248805511,0.048661447640119364,1755.6281837095535,3527.256367419107,3608.5211266291735,12089.288004947723,2146.5437132447146
